db_id,original_nl,paraphrased_nl,gt_nl,generated_sql,matched,attempts
flight_2,How many United Airlines flights go to City 'Aberdeen'?,What is the total count of flights operated by United Airlines that are headed to the airport located in Aberdeen?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",SELECT COUNT(*) FROM airlines AS a JOIN flights AS f ON a.uid = f.airline JOIN airports AS s ON f.sourceairport = s.airportcode JOIN airports AS d ON f.destairport = d.airportcode WHERE a.airline = 'United Airlines' AND d.city = 'Aberdeen';,True,1.0
flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,What is the total count of flights operated by United Airlines that land at Aberdeen airport?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",SELECT COUNT(*) AS total_flights FROM flights JOIN airports ON flights.destairport = airports.airportcode WHERE airports.airportname = 'Aberdeen' AND flights.airline = 'United Airlines';,True,1.0
flight_2,Which city has most number of arriving flights?,What is the city with the highest count of flights that are arriving at it?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT T1.city FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.destairport GROUP BY T1.city ORDER BY COUNT(*) DESC LIMIT 1,True,1.0
flight_2,Which city has the most frequent destination airport?,What is the city that appears as the destination airport in the most flights?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT T1.city FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.destairport GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1,True,1.0
flight_2,Which city has most number of departing flights?,What is the city with the highest count of flights that originate from it?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT T1.city FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.sourceairport GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1,True,1.0
flight_2,Which city is the most frequent source airport?,What is the city that appears most often as the origin of flights?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT city FROM airports WHERE airportcode = (SELECT sourceairport FROM flights GROUP BY sourceairport ORDER BY COUNT(*) DESC LIMIT 1),True,1.0
flight_2,What is the code of airport that has the highest number of flights?,Which airport has the most flights departing from it?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,SELECT a.airportname FROM airports a JOIN flights f ON a.airportcode = f.sourceairport GROUP BY a.airportcode ORDER BY COUNT(f.flightno) DESC LIMIT 1;,True,1.0
flight_2,What is the airport code of the airport with the most flights?,What airport has the highest number of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,SELECT a.airportname FROM airports a JOIN flights f ON a.airportcode = f.destairport OR a.airportcode = f.sourceairport GROUP BY a.airportcode ORDER BY COUNT(f.flightno) DESC LIMIT 1;,True,1.0
flight_2,What is the code of airport that has fewest number of flights?,Which airport has the least amount of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,SELECT T1.airportname FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.destairport OR T1.airportcode = T2.sourceairport GROUP BY T1.airportcode ORDER BY COUNT(*) ASC LIMIT 1;,True,1.0
flight_2,Give the code of the airport with the least flights.,What airport has the fewest flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,SELECT T1.airportname FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.sourceairport OR T1.airportcode = T2.destairport GROUP BY T1.airportcode ORDER BY COUNT(*) LIMIT 1;,True,1.0
flight_2,Which airline has most number of flights?,What airline operates the highest number of flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,SELECT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline GROUP BY T1.airline ORDER BY COUNT(*) DESC LIMIT 1,True,1.0
flight_2,What airline serves the most flights?,Which airline operates the highest number of flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,SELECT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline GROUP BY T1.airline ORDER BY COUNT(*) DESC LIMIT 1,True,1.0
flight_2,Find the abbreviation and country of the airline that has fewest number of flights?,What airline has the smallest number of flights and what are its abbreviation and country?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT T1.airline, T1.abbreviation, T1.country FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline GROUP BY T1.uid ORDER BY COUNT(*) LIMIT 1",False,-1.0
flight_2,What is the abbreviation of the airilne has the fewest flights and what country is it in?,Which airline with the least number of flights has an abbreviation and what country is it based in?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT T1.abbreviation, T1.country FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline GROUP BY T1.uid ORDER BY COUNT(*) ASC LIMIT 1",False,-1.0
flight_2,What are airlines that have some flight departing from airport 'AHD'?,Which airlines operate flights that originate from the airport designated as 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'AHD';,True,1.0
flight_2,Which airlines have a flight with source airport AHD?,What airlines operate flights that depart from the airport with the code AHD?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'AHD';,True,1.0
flight_2,What are airlines that have flights arriving at airport 'AHD'?,Which airlines operate flights that land at the airport designated as 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.destairport = 'AHD';,True,1.0
flight_2,Which airlines have a flight with destination airport AHD?,What airlines operate flights that land at the airport with the code AHD?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.destairport = 'AHD';,True,1.0
flight_2,Find all airlines that have flights from both airports 'APG' and 'CVO'.,What airlines operate flights from both 'APG' and 'CVO' airports?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT DISTINCT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'APG' INTERSECT SELECT DISTINCT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'CVO',True,1.0
flight_2,Which airlines have departing flights from both APG and CVO airports?,What airlines operate flights that take off from both APG and CVO airports?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f1 ON a.uid = f1.airline AND f1.sourceairport = 'APG' JOIN flights f2 ON a.uid = f2.airline AND f2.sourceairport = 'CVO';,True,1.0
flight_2,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,What airlines operate flights originating from the airport 'CVO' but do not operate flights originating from the airport 'APG'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' EXCEPT SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'APG',True,1.0
flight_2,Which airlines have departures from CVO but not from APG airports?,What airlines operate flights that take off from the airport with the code CVO but do not operate flights that take off from the airport with the code APG?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT DISTINCT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'CVO' EXCEPT SELECT DISTINCT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'APG',True,1.0
flight_2,Find all airlines that have at least 10 flights.,What airlines operate a minimum of ten flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline GROUP BY T1.airline HAVING count(*) >= 10,True,1.0
flight_2,Which airlines have at least 10 flights?,What airlines operate with a minimum of ten scheduled flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline GROUP BY T1.airline HAVING count(*) >= 10,True,1.0
flight_2,Find all airlines that have fewer than 200 flights.,"What airlines operate with a limited number of flights, specifically those with less than two hundred flights.",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,"SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline GROUP BY a.uid, a.airline HAVING COUNT(f.flightno) < 200;",True,1.0
flight_2,Which airlines have less than 200 flights?,What airlines operate with fewer than two hundred flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT T1.airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline GROUP BY T1.airline HAVING count(*) < 200,True,1.0
flight_2,"What are flight numbers of Airline ""United Airlines""?",What are the flight numbers associated with the airline known as United Airlines?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT flightno FROM flights JOIN airlines ON flights.airline = airlines.uid WHERE airlines.airline = 'United Airlines';,True,1.0
flight_2,Which flight numbers correspond to United Airlines flights?,What are the flight numbers for flights operated by United Airlines?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT flightno FROM flights JOIN airlines ON flights.airline = airlines.uid WHERE airlines.airline = 'United Airlines';,True,1.0
flight_2,"What are flight numbers of flights departing from Airport ""APG""?","What are the flight numbers of flights that originate from the airport known as ""APG""?","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""","SELECT flightno FROM flights WHERE sourceairport = (SELECT airportcode FROM airports WHERE airportname = ""APG"")",True,1.0
flight_2,Give the flight numbers of flights leaving from APG.,What are the flight numbers of the flights that depart from APG?,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flightno FROM flights WHERE sourceairport = (SELECT airportcode FROM airports WHERE airportname = 'APG'),True,1.0
flight_2,"What are flight numbers of flights arriving at Airport ""APG""?","What are the flight numbers of flights that land at the airport known as ""APG""?","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""","SELECT flightno FROM flights WHERE destairport = (SELECT airportcode FROM airports WHERE airportname = ""APG"")",True,1.0
flight_2,Give the flight numbers of flights landing at APG.,What are the flight numbers of flights that arrive at APG?,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT flightno FROM flights WHERE destairport = (SELECT airportcode FROM airports WHERE airportname = 'APG'),True,1.0
flight_2,"What are flight numbers of flights departing from City ""Aberdeen ""?","What are the flight numbers of flights that originate from the city of ""Aberdeen""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","SELECT f.flightno FROM flights f JOIN airports a ON f.sourceairport = a.airportcode WHERE a.city = ""Aberdeen""",True,1.0
flight_2,Give the flight numbers of flights leaving from Aberdeen.,What are the flight numbers of the flights that depart from Aberdeen?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flightno FROM flights WHERE sourceairport = (SELECT airportcode FROM airports WHERE city = 'Aberdeen'),True,1.0
flight_2,"What are flight numbers of flights arriving at City ""Aberdeen""?",What are the flight numbers of flights that land in the city of Aberdeen?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT f.flightno FROM flights f JOIN airports a ON f.destairport = a.airportcode WHERE a.city = 'Aberdeen',True,1.0
flight_2,Give the flight numbers of flights arriving in Aberdeen.,What are the flight numbers of the flights that land in Aberdeen?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flightno FROM flights WHERE destairport = (SELECT airportcode FROM airports WHERE airportname = 'Aberdeen'),True,1.0
flight_2,Find the number of flights landing in the city of Aberdeen or Abilene.,What is the count of flights that are arriving in the city of Aberdeen or the city of Abilene?,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","SELECT COUNT(*) FROM flights JOIN airports AS dest ON flights.destairport = dest.airportcode WHERE dest.city IN ('Aberdeen', 'Abilene');",True,1.0
flight_2,How many flights land in Aberdeen or Abilene?,What cities are the destinations of flights that either originate from or land in Aberdeen or Abilene?,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",SELECT DISTINCT T1.city FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.destairport WHERE T2.sourceairport IN ( (SELECT airportcode FROM airports WHERE city = 'Aberdeen') UNION (SELECT airportcode FROM airports WHERE city = 'Abilene') ),False,-1.0
flight_2,Find the name of airports which do not have any flight in and out.,What airports are not involved in any flights?,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT airportcode FROM airports WHERE airportcode NOT IN (SELECT sourceairport FROM flights) AND airportcode NOT IN (SELECT destairport FROM flights);,False,-1.0
flight_2,Which airports do not have departing or arriving flights?,What airports are not involved in any flights as either a departure or arrival point?,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT airportcode FROM airports WHERE airportcode NOT IN (SELECT sourceairport FROM flights) AND airportcode NOT IN (SELECT destairport FROM flights);,False,-1.0
employee_hire_evaluation,How many employees are there?,What is the total count of employees in the database?,SELECT count(*) FROM employee,SELECT COUNT(*) AS total_employees FROM employee;,True,1.0
employee_hire_evaluation,Count the number of employees,What is the total count of employees in the database?,SELECT count(*) FROM employee,SELECT COUNT(*) AS total_employees FROM employee;,True,1.0
employee_hire_evaluation,Sort employee names by their age in ascending order.,List the employees in order from youngest to oldest based on their age.,SELECT name FROM employee ORDER BY age,SELECT name FROM employee ORDER BY age ASC;,True,1.0
employee_hire_evaluation,List the names of employees and sort in ascending order of age.,What are the names of the employees listed in order from youngest to oldest?,SELECT name FROM employee ORDER BY age,SELECT name FROM employee ORDER BY age;,True,1.0
employee_hire_evaluation,What is the number of employees from each city?,What are the counts of employees for each city they reside in?,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT city, COUNT(employee_id) AS employee_count FROM employee GROUP BY city;",True,1.0
employee_hire_evaluation,Count the number of employees for each city.,What is the total count of employees residing in each city?,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT city, COUNT(employee_id) AS total_count FROM employee GROUP BY city;",True,1.0
employee_hire_evaluation,Which cities do more than one employee under age 30 come from?,What are the cities from which there are multiple employees who are under the age of 30?,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1;,True,1.0
employee_hire_evaluation,Find the cities that have more than one employee under age 30.,What are the cities where there are multiple employees who are under the age of 30?,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1;,True,1.0
employee_hire_evaluation,Find the number of shops in each location.,What is the count of shops for each unique location?,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT location , count(*) FROM shop GROUP BY location",True,1.0
employee_hire_evaluation,How many shops are there in each location?,What is the count of shops for each unique location?,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT location , count(*) FROM shop GROUP BY location",True,1.0
employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest.,What is the district and manager name of the shop with the highest number of products?,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT district, manager_name FROM shop ORDER BY number_products DESC LIMIT 1;",True,1.0
employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products?,What are the names of the managers and the districts of the shops that have the highest number of products sold?,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT T1.manager_name, T1.district FROM shop AS T1 JOIN hiring AS T2 ON T1.shop_id = T2.shop_id ORDER BY T1.number_products DESC LIMIT 1",True,1.0
employee_hire_evaluation,find the minimum and maximum number of products of all stores.,What is the range of the total number of products across all shops?,"SELECT min(Number_products) ,  max(Number_products) FROM shop",SELECT MAX(number_products) - MIN(number_products) AS product_range FROM shop;,False,-1.0
employee_hire_evaluation,What are the minimum and maximum number of products across all the shops?,What is the lowest and highest number of products found in any of the shops?,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT MIN(number_products) AS lowest_number_of_products, MAX(number_products) AS highest_number_of_products FROM shop;",True,1.0
employee_hire_evaluation,"Return the name, location and district of all shops in descending order of number of products.","What are the names, locations, and districts of all shops listed in order from the ones with the most products to the ones with the fewest products?","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","SELECT name , LOCATION , district FROM shop ORDER BY number_products DESC",True,1.0
employee_hire_evaluation,"Sort all the shops by number products in descending order, and return the name, location and district of each shop.","List the shops in descending order of the number of products they have, and provide the name, location, and district of each shop.","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","SELECT name , location , district FROM shop ORDER BY number_products DESC",True,1.0
employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products.,What stores have a product count exceeding the average product count across all stores?,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),SELECT name FROM shop WHERE number_products > (SELECT avg(number_products) FROM shop);,True,1.0
employee_hire_evaluation,Which shops' number products is above the average? Give me the shop names.,What shops have a number of products exceeding the average number of products across all shops? Provide the names of these shops.,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop);,True,1.0
employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation.,What employee has received the highest number of bonuses across all years?,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,"SELECT e.employee_id, e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY SUM(ev.bonus) DESC LIMIT 1;",False,-1.0
employee_hire_evaluation,Which employee received the most awards in evaluations? Give me the employee name.,What is the name of the employee who has been awarded the highest number of bonuses in the evaluation records?,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY ev.employee_id ORDER BY COUNT(ev.bonus) DESC LIMIT 1;,True,1.0
employee_hire_evaluation,Find the name of the employee who got the highest one time bonus.,What employee has received the largest single bonus award?,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id ORDER BY ev.bonus DESC LIMIT 1;,True,1.0
employee_hire_evaluation,Which employee received the biggest bonus? Give me the employee name.,What is the name of the employee who received the highest bonus amount?,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id ORDER BY ev.bonus DESC LIMIT 1;,True,1.0
employee_hire_evaluation,Find the names of employees who never won any award in the evaluation.,What are the names of employees who have not received any awards in the evaluation process?,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT name FROM employee WHERE employee_id NOT IN (SELECT employee_id FROM evaluation);,True,1.0
employee_hire_evaluation,What are the names of the employees who never received any evaluation?,What are the names of the employees who have not been awarded any bonuses?,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT name FROM employee WHERE employee_id NOT IN (SELECT employee_id FROM evaluation);,True,1.0
employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees?,Which shops have the highest number of employees working for them?,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,"SELECT s.shop_id, s.name FROM shop s JOIN hiring h ON s.shop_id = h.shop_id GROUP BY s.shop_id ORDER BY COUNT(h.employee_id) DESC LIMIT 1;",False,-1.0
employee_hire_evaluation,Which shop has the most employees? Give me the shop name.,What shops have the largest number of employees working there? Provide the names of these shops.,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,SELECT s.name FROM shop s JOIN hiring h ON s.shop_id = h.shop_id GROUP BY s.shop_id ORDER BY COUNT(h.employee_id) DESC LIMIT 1;,True,1.0
employee_hire_evaluation,Find the name of the shops that do not hire any employee.,What shops do not have any employees working for them?,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),SELECT shop_id FROM shop EXCEPT SELECT shop_id FROM hiring;,False,-1.0
employee_hire_evaluation,Which shops run with no employees? Find the shop names,What shops do not have any employees working there? What are the names of these shops?,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring);,True,1.0
employee_hire_evaluation,Find the number of employees hired in each shop; show the shop name as well.,"What is the count of employees for each shop, including the name of the shop?","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT s.name AS shop_name, COUNT(h.employee_id) AS employee_count FROM shop s JOIN hiring h ON s.shop_id = h.shop_id GROUP BY s.name;",True,1.0
employee_hire_evaluation,"For each shop, return the number of employees working there and the name of the shop.",What is the count of employees and the name of each shop?,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT COUNT(e.employee_id) AS employee_count, s.name AS shop_name FROM employee e JOIN hiring h ON e.employee_id = h.employee_id JOIN shop s ON h.shop_id = s.shop_id GROUP BY s.name;",True,1.0
employee_hire_evaluation,What is total bonus given in all evaluations?,What is the sum of all bonuses awarded in the evaluations?,SELECT sum(bonus) FROM evaluation,SELECT SUM(bonus) AS total_bonuses FROM evaluation;,True,1.0
employee_hire_evaluation,Find the total amount of bonus given in all the evaluations.,What is the overall sum of bonuses awarded in all the evaluations.,SELECT sum(bonus) FROM evaluation,SELECT SUM(bonus) AS total_bonus FROM evaluation;,True,1.0
employee_hire_evaluation,Give me all the information about hiring.,Provide details of all hiring records.,SELECT * FROM hiring,SELECT * FROM hiring;,True,1.0
employee_hire_evaluation,What is all the information about hiring?,What details are available for the hiring records?,SELECT * FROM hiring,"SELECT shop_id, employee_id, start_from, is_full_time FROM hiring;",True,1.0
